Node,Depth,Value,Alpha,Beta
A3,10,9,8,9
A5,10,9,8,9
A3,10,9,8,9
B2,9,9,8,9
A5,10,10,8,9
B2,9,9,8,9
B4,9,9,9,Infinity
B5,9,-Infinity,9,Infinity
B2,9,Infinity,9,Infinity
A2,10,11,9,Infinity
B2,9,11,9,11
A3,10,Infinity,9,11
A2,10,10,9,11
A3,10,10,9,10
A5,10,10,9,10
A3,10,10,9,10
B2,9,10,9,10
A5,10,11,9,10
B2,9,10,9,10
B5,9,10,10,Infinity
B4,9,10,10,Infinity
B5,9,10,10,Infinity
B3,9,10,10,Infinity
B5,9,10,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,13,10,Infinity
B4,9,13,10,13
A3,10,Infinity,10,13
A2,10,12,10,13
A3,10,12,10,12
A4,10,9,10,12
A3,10,9,10,12
B4,9,9,10,13
B5,9,10,10,Infinity
B5,9,10,10,Infinity
B4,9,10,10,Infinity
A4,8,10,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,10,10,Infinity
B5,9,10,10,Infinity
A4,8,10,10,Infinity
B2,7,10,-1,10
A5,8,-Infinity,-1,10
B2,9,Infinity,-1,10
A2,10,Infinity,-1,10
A3,10,0,-1,10
A2,10,0,-1,0
A4,10,0,-1,0
A2,10,0,-1,0
B2,9,0,-1,0
A3,10,2,-1,0
B2,9,0,-1,0
A4,10,1,-1,0
B2,9,0,-1,0
A5,8,0,0,10
B3,9,Infinity,0,10
A2,10,Infinity,0,10
A3,10,-1,0,10
A2,10,-1,0,10
B3,9,-1,0,10
A5,8,0,0,10
B4,9,Infinity,0,10
A2,10,Infinity,0,10
A3,10,-1,0,10
A2,10,-1,0,10
B4,9,-1,0,10
A5,8,0,0,10
B5,9,Infinity,0,10
A2,10,4,0,10
B5,9,4,0,4
A3,10,Infinity,0,4
A2,10,3,0,4
A3,10,3,0,3
A4,10,1,0,3
A3,10,1,0,1
B5,9,1,0,1
A4,10,2,0,1
B5,9,1,0,1
A5,8,1,1,10
B2,7,1,-1,1
A2,6,1,1,Infinity
B5,7,Infinity,1,Infinity
A2,8,Infinity,1,Infinity
A3,8,-Infinity,1,Infinity
B3,9,0,1,Infinity
A3,8,0,1,Infinity
A2,8,0,1,Infinity
B5,7,0,1,Infinity
A2,6,1,1,Infinity
B4,5,1,-1,1
A4,6,-Infinity,-1,1
B2,7,Infinity,-1,1
A2,8,-Infinity,-1,1
B2,9,Infinity,-1,1
A3,10,1,-1,1
B2,9,1,-1,1
A5,10,1,-1,1
B2,9,1,-1,1
A2,8,1,-1,1
B2,7,1,-1,1
A3,8,-Infinity,-1,1
B3,9,Infinity,-1,1
A2,10,2,-1,1
B3,9,2,-1,1
A5,10,2,-1,1
B3,9,2,-1,1
A3,8,2,-1,1
B2,7,1,-1,1
A5,8,-Infinity,-1,1
B2,9,Infinity,-1,1
A2,10,1,-1,1
B2,9,1,-1,1
A3,10,Infinity,-1,1
A2,10,0,-1,1
A3,10,0,-1,0
A4,10,-4,-1,0
A3,10,-4,-1,0
B2,9,-4,-1,1
A5,8,-4,-1,1
B3,9,-Infinity,-1,1
B2,9,Infinity,-1,1
A2,10,5,-1,1
B2,9,5,-1,1
A4,10,5,-1,1
B2,9,5,-1,1
B3,9,5,-1,1
A5,8,5,-1,1
B2,7,1,-1,1
A4,6,1,-1,1
B4,5,1,-1,1
A5,6,-Infinity,-1,1
B2,7,Infinity,-1,1
A2,8,-Infinity,-1,1
B2,9,Infinity,-1,1
A3,10,1,-1,1
B2,9,1,-1,1
A4,10,1,-1,1
B2,9,1,-1,1
A2,8,1,-1,1
B2,7,1,-1,1
A3,8,-Infinity,-1,1
B3,9,Infinity,-1,1
A2,10,2,-1,1
B3,9,2,-1,1
A4,10,2,-1,1
B3,9,2,-1,1
A3,8,2,-1,1
B2,7,1,-1,1
A4,8,-Infinity,-1,1
B2,9,Infinity,-1,1
A2,10,1,-1,1
B2,9,1,-1,1
A3,10,Infinity,-1,1
A2,10,20,-1,1
A3,10,20,-1,1
B2,9,1,-1,1
A4,8,1,-1,1
B2,7,1,-1,1
A5,6,1,-1,1
B4,5,1,-1,1
B3,5,1,1,Infinity
B5,5,Infinity,1,Infinity
A2,6,-Infinity,1,Infinity
B2,7,Infinity,1,Infinity
A4,8,-Infinity,1,Infinity
B2,9,Infinity,1,Infinity
A2,10,Infinity,1,Infinity
A3,10,20,1,Infinity
A2,10,20,1,20
B2,9,20,1,20
A3,10,9,1,20
B2,9,9,1,9
A4,8,9,9,Infinity
B3,9,Infinity,9,Infinity
A2,10,Infinity,9,Infinity
A3,10,18,9,Infinity
A2,10,18,9,18
B3,9,18,9,18
A3,10,10,9,18
B3,9,10,9,10
A4,8,10,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,9,10,Infinity
B4,9,9,10,Infinity
A4,8,10,10,Infinity
B2,7,10,1,10
A2,6,10,10,Infinity
B4,7,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A4,8,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,3,10,Infinity
A2,10,3,10,Infinity
B2,9,3,10,Infinity
A4,8,3,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B3,9,-3,10,Infinity
A4,8,3,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B4,9,-3,10,Infinity
A4,8,3,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-2,10,Infinity
A2,10,-2,10,Infinity
B5,9,-2,10,Infinity
A4,8,3,10,Infinity
A2,8,3,10,Infinity
B4,7,3,10,Infinity
A2,6,10,10,Infinity
B5,5,10,1,10
A4,6,-Infinity,1,10
B2,7,Infinity,1,10
A2,8,-Infinity,1,10
B2,9,Infinity,1,10
A3,10,22,1,10
B2,9,22,1,10
A2,8,22,1,10
B2,7,22,1,10
A3,8,-Infinity,1,10
B3,9,Infinity,1,10
A2,10,24,1,10
B3,9,24,1,10
A3,8,24,1,10
B2,7,22,1,10
A4,6,22,1,10
B5,5,10,1,10
A5,6,-Infinity,1,10
B2,7,Infinity,1,10
A2,8,-Infinity,1,10
B2,9,Infinity,1,10
A3,10,2,1,10
B2,9,2,1,2
A4,10,2,1,2
B2,9,2,1,2
A2,8,2,2,10
B3,9,-Infinity,2,10
B2,9,Infinity,2,10
A4,10,5,2,10
B2,9,5,2,5
B3,9,5,5,10
B4,9,Infinity,5,10
A2,10,Infinity,5,10
A3,10,Infinity,5,10
A2,10,Infinity,5,10
A4,10,1,5,10
A2,10,1,5,10
A3,10,1,5,10
A2,10,1,5,10
B4,9,1,5,10
B3,9,5,5,10
B5,9,-Infinity,5,10
B2,9,Infinity,5,10
A4,10,6,5,10
B2,9,6,5,6
B5,9,6,6,10
B4,9,Infinity,6,10
A2,10,Infinity,6,10
A3,10,Infinity,6,10
A2,10,Infinity,6,10
A4,10,2,6,10
A2,10,2,6,10
A3,10,2,6,10
A2,10,2,6,10
B4,9,2,6,10
B5,9,6,6,10
B3,9,6,6,10
A2,8,6,6,10
B4,9,Infinity,6,10
A2,10,Infinity,6,10
A3,10,Infinity,6,10
A2,10,Infinity,6,10
A5,10,16,6,10
A2,10,16,6,10
A3,10,16,6,10
A5,10,10,6,10
A3,10,10,6,10
A2,10,10,6,10
A5,10,11,6,10
A2,10,10,6,10
B4,9,10,6,10
A3,10,Infinity,6,10
A2,10,11,6,10
A3,10,11,6,10
A5,10,11,6,10
A3,10,11,6,10
B4,9,10,6,10
A5,10,12,6,10
B4,9,10,6,10
A2,8,10,6,10
B2,7,10,1,10
A3,8,-Infinity,1,10
B3,9,Infinity,1,10
A2,10,4,1,10
B3,9,4,1,4
A4,10,4,1,4
B3,9,4,1,4
A3,8,4,4,10
B4,9,Infinity,4,10
A2,10,13,4,10
B4,9,13,4,10
A3,10,14,4,10
B4,9,13,4,10
A5,10,13,4,10
B4,9,13,4,10
A3,8,13,4,10
B2,7,10,1,10
A4,8,-Infinity,1,10
B2,9,Infinity,1,10
A2,10,2,1,10
B2,9,2,1,2
A3,10,Infinity,1,2
A2,10,20,1,2
A3,10,20,1,2
B2,9,2,1,2
A4,8,2,2,10
B3,9,-Infinity,2,10
B2,9,Infinity,2,10
A2,10,22,2,10
B2,9,22,2,10
B3,9,22,2,10
A4,8,22,2,10
B2,7,10,1,10
A5,6,10,1,10
B5,5,10,1,10
B3,5,10,10,Infinity
A3,4,10,10,Infinity
B4,5,Infinity,10,Infinity
A2,6,-Infinity,10,Infinity
B2,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A4,10,-1,10,Infinity
B3,9,-1,10,Infinity
A3,8,-1,10,Infinity
B4,9,Infinity,10,Infinity
A4,10,-2,10,Infinity
B4,9,-2,10,Infinity
A3,8,-1,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B5,9,-3,10,Infinity
A3,8,-1,10,Infinity
B2,7,-1,10,Infinity
A2,6,-1,10,Infinity
B3,7,-Infinity,10,Infinity
B2,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A4,10,-1,10,Infinity
B3,9,-1,10,Infinity
A3,8,-1,10,Infinity
B4,9,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A5,10,7,10,Infinity
B3,9,7,10,Infinity
B4,9,7,10,Infinity
B5,9,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,1,10,Infinity
A2,10,1,10,Infinity
B2,9,1,10,Infinity
B5,9,1,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,0,10,Infinity
A2,10,0,10,Infinity
B3,9,0,10,Infinity
B5,9,1,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,0,10,Infinity
A2,10,0,10,Infinity
B4,9,0,10,Infinity
B5,9,1,10,Infinity
B5,9,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,2,10,Infinity
A2,10,2,10,Infinity
B2,9,2,10,Infinity
B5,9,2,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,9,10,Infinity
A2,10,9,10,Infinity
B3,9,9,10,Infinity
B5,9,9,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,9,10,Infinity
A2,10,9,10,Infinity
B4,9,9,10,Infinity
B5,9,9,10,Infinity
B5,9,9,10,Infinity
B4,9,9,10,Infinity
A3,8,9,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,6,10,Infinity
A2,10,6,10,Infinity
B5,9,6,10,Infinity
A3,8,9,10,Infinity
B2,7,9,10,Infinity
B3,7,9,10,Infinity
B4,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,3,10,Infinity
A2,10,3,10,Infinity
B5,9,3,10,Infinity
A3,8,3,10,Infinity
B4,7,3,10,Infinity
B3,7,9,10,Infinity
B5,7,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A3,8,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A4,8,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B2,9,-3,10,Infinity
A4,8,-3,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-9,10,Infinity
A2,10,-9,10,Infinity
B3,9,-9,10,Infinity
A4,8,-3,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-8,10,Infinity
A2,10,-8,10,Infinity
B4,9,-8,10,Infinity
A4,8,-3,10,Infinity
B5,9,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-2,10,Infinity
A2,10,-2,10,Infinity
B2,9,-2,10,Infinity
B5,9,-2,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,4,10,Infinity
A2,10,4,10,Infinity
B3,9,4,10,Infinity
B5,9,4,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-7,10,Infinity
A2,10,-7,10,Infinity
B4,9,-7,10,Infinity
B5,9,4,10,Infinity
A4,8,4,10,Infinity
A2,8,4,10,Infinity
A3,8,4,10,Infinity
A2,8,4,10,Infinity
B5,7,4,10,Infinity
B3,7,9,10,Infinity
A2,6,9,10,Infinity
B5,7,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A3,8,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A4,8,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-4,10,Infinity
A2,10,-4,10,Infinity
B2,9,-4,10,Infinity
A4,8,-4,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-9,10,Infinity
A2,10,-9,10,Infinity
B3,9,-9,10,Infinity
A4,8,-4,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-10,10,Infinity
A2,10,-10,10,Infinity
B4,9,-10,10,Infinity
A4,8,-4,10,Infinity
B5,9,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B2,9,-3,10,Infinity
B5,9,-3,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-8,10,Infinity
A2,10,-8,10,Infinity
B3,9,-8,10,Infinity
B5,9,-3,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,4,10,Infinity
A2,10,4,10,Infinity
B4,9,4,10,Infinity
B5,9,4,10,Infinity
A4,8,4,10,Infinity
A2,8,4,10,Infinity
A3,8,4,10,Infinity
A2,8,4,10,Infinity
B5,7,4,10,Infinity
A2,6,9,10,Infinity
B4,5,9,10,Infinity
A3,4,10,10,Infinity
B5,5,Infinity,10,Infinity
A2,6,-Infinity,10,Infinity
B2,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A4,10,6,10,Infinity
B3,9,6,10,Infinity
A3,8,6,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,4,10,Infinity
A2,10,4,10,Infinity
B4,9,4,10,Infinity
A3,8,6,10,Infinity
B2,7,6,10,Infinity
A2,6,6,10,Infinity
B3,7,-Infinity,10,Infinity
B2,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A4,10,-1,10,Infinity
B3,9,-1,10,Infinity
A3,8,-1,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,6,10,Infinity
A2,10,6,10,Infinity
B4,9,6,10,Infinity
A3,8,6,10,Infinity
B5,9,Infinity,10,Infinity
A4,10,0,10,Infinity
B5,9,0,10,Infinity
A3,8,6,10,Infinity
B2,7,6,10,Infinity
B3,7,6,10,Infinity
B4,7,Infinity,10,Infinity
A2,8,Infinity,10,Infinity
A4,8,-Infinity,10,Infinity
B2,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,2,10,Infinity
A2,10,2,10,Infinity
B2,9,2,10,Infinity
A4,8,2,10,Infinity
B3,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-4,10,Infinity
A2,10,-4,10,Infinity
B3,9,-4,10,Infinity
A4,8,2,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-4,10,Infinity
A2,10,-4,10,Infinity
B4,9,-4,10,Infinity
A4,8,2,10,Infinity
B5,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,-3,10,Infinity
A2,10,-3,10,Infinity
B5,9,-3,10,Infinity
A4,8,2,10,Infinity
A2,8,2,10,Infinity
B4,7,2,10,Infinity
B3,7,6,10,Infinity
B5,7,-Infinity,10,Infinity
B2,7,Infinity,10,Infinity
A3,8,-Infinity,10,Infinity
B3,9,Infinity,10,Infinity
A4,10,7,10,Infinity
B3,9,7,10,Infinity
A3,8,7,10,Infinity
B4,9,Infinity,10,Infinity
A2,10,Infinity,10,Infinity
A3,10,14,10,Infinity
A2,10,14,10,14
A5,10,15,10,14
A2,10,14,10,14
B4,9,14,10,14
A3,10,17,10,14
B4,9,14,10,14
A5,10,16,10,14
B4,9,14,10,14
A3,8,14,14,Infinity
B2,7,14,10,14
A4,8,-Infinity,10,14
B2,9,Infinity,10,14
A2,10,Infinity,10,14
A3,10,Infinity,10,14
A2,10,18,10,14
A3,10,18,10,14
A2,10,18,10,14
B2,9,18,10,14
A3,10,Infinity,10,14
A2,10,20,10,14
A3,10,20,10,14
B2,9,18,10,14
A4,8,18,10,14
B2,7,14,10,14
B5,7,14,14,Infinity
B4,7,Infinity,14,Infinity
A2,8,Infinity,14,Infinity
A4,8,-Infinity,14,Infinity
B2,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,3,14,Infinity
A2,10,3,14,Infinity
B2,9,3,14,Infinity
A4,8,3,14,Infinity
B3,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-3,14,Infinity
A2,10,-3,14,Infinity
B3,9,-3,14,Infinity
A4,8,3,14,Infinity
B4,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-3,14,Infinity
A2,10,-3,14,Infinity
B4,9,-3,14,Infinity
A4,8,3,14,Infinity
B5,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-2,14,Infinity
A2,10,-2,14,Infinity
B5,9,-2,14,Infinity
A4,8,3,14,Infinity
A2,8,3,14,Infinity
B4,7,3,14,Infinity
B5,7,14,14,Infinity
B3,7,14,14,Infinity
A2,6,14,14,Infinity
B4,7,Infinity,14,Infinity
A2,8,Infinity,14,Infinity
A3,8,Infinity,14,Infinity
A2,8,Infinity,14,Infinity
A4,8,-Infinity,14,Infinity
B2,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-4,14,Infinity
A2,10,-4,14,Infinity
B2,9,-4,14,Infinity
A4,8,-4,14,Infinity
B3,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-9,14,Infinity
A2,10,-9,14,Infinity
B3,9,-9,14,Infinity
A4,8,-4,14,Infinity
B4,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-10,14,Infinity
A2,10,-10,14,Infinity
B4,9,-10,14,Infinity
A4,8,-4,14,Infinity
B5,9,Infinity,14,Infinity
A2,10,Infinity,14,Infinity
A3,10,-9,14,Infinity
A2,10,-9,14,Infinity
B5,9,-9,14,Infinity
A4,8,-4,14,Infinity
A2,8,-4,14,Infinity
A3,8,-4,14,Infinity
A2,8,-4,14,Infinity
B4,7,-4,14,Infinity
A2,6,14,14,Infinity
B5,5,14,10,14
A3,6,-Infinity,10,14
B2,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,Infinity,10,14
A4,10,-1,10,14
B2,9,-1,10,14
A2,8,-1,10,14
B3,9,Infinity,10,14
A4,10,0,10,14
B3,9,0,10,14
A2,8,0,10,14
B4,9,Infinity,10,14
A2,10,Infinity,10,14
A3,10,-3,10,14
A2,10,-3,10,14
B4,9,-3,10,14
A2,8,0,10,14
B2,7,0,10,14
A3,6,0,10,14
B3,7,-Infinity,10,14
B2,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,Infinity,10,14
A4,10,0,10,14
B2,9,0,10,14
A2,8,0,10,14
B3,9,Infinity,10,14
A4,10,0,10,14
B3,9,0,10,14
A2,8,0,10,14
B4,9,Infinity,10,14
A2,10,Infinity,10,14
A3,10,6,10,14
A2,10,6,10,14
B4,9,6,10,14
A2,8,6,10,14
B5,9,-Infinity,10,14
B2,9,Infinity,10,14
A4,10,1,10,14
B2,9,1,10,14
B5,9,1,10,14
B3,9,Infinity,10,14
A4,10,8,10,14
B3,9,8,10,14
B5,9,8,10,14
B4,9,Infinity,10,14
A2,10,Infinity,10,14
A3,10,7,10,14
A2,10,7,10,14
B4,9,7,10,14
B5,9,8,10,14
A2,8,8,10,14
B2,7,8,10,14
B3,7,8,10,14
B4,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,4,10,14
B3,9,4,10,14
B2,9,4,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,5,10,14
B3,9,5,10,14
B4,9,5,10,14
B5,9,Infinity,10,14
A3,10,6,10,14
B5,9,6,10,14
B4,9,6,10,14
B2,9,6,10,14
B5,9,Infinity,10,14
A4,10,5,10,14
B5,9,5,10,14
B2,9,6,10,14
A2,8,6,10,14
B3,9,Infinity,10,14
A4,10,3,10,14
B3,9,3,10,14
A2,8,6,10,14
B4,9,Infinity,10,14
A4,10,3,10,14
B4,9,3,10,14
A2,8,6,10,14
B5,9,Infinity,10,14
A4,10,4,10,14
B5,9,4,10,14
A2,8,6,10,14
B4,7,6,10,14
B3,7,8,10,14
B5,7,-Infinity,10,14
B2,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,Infinity,10,14
A4,10,1,10,14
B2,9,1,10,14
A2,8,1,10,14
B3,9,Infinity,10,14
A4,10,8,10,14
B3,9,8,10,14
A2,8,8,10,14
B4,9,Infinity,10,14
A2,10,Infinity,10,14
A3,10,7,10,14
A2,10,7,10,14
B4,9,7,10,14
A2,8,8,10,14
B2,7,8,10,14
B5,7,8,10,14
B4,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,5,10,14
B3,9,5,10,14
B2,9,5,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,6,10,14
B3,9,6,10,14
B4,9,6,10,14
B5,9,Infinity,10,14
A4,10,7,10,14
B5,9,7,10,14
B4,9,7,10,14
B2,9,7,10,14
B5,9,Infinity,10,14
A4,10,6,10,14
B5,9,6,10,14
B2,9,7,10,14
A2,8,7,10,14
B3,9,Infinity,10,14
A4,10,4,10,14
B3,9,4,10,14
A2,8,7,10,14
B4,9,Infinity,10,14
A4,10,4,10,14
B4,9,4,10,14
A2,8,7,10,14
B5,9,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,6,10,14
B3,9,6,10,14
B2,9,6,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,7,10,14
B3,9,7,10,14
B4,9,7,10,14
B5,9,Infinity,10,14
A4,10,8,10,14
B5,9,8,10,14
B4,9,8,10,14
B2,9,8,10,14
B5,9,-Infinity,10,14
B3,9,Infinity,10,14
A4,10,15,10,14
B3,9,15,10,14
B5,9,15,10,14
B2,9,15,10,14
B5,9,15,10,14
A2,8,15,10,14
B4,7,15,10,14
A4,8,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A2,10,5,10,14
B3,9,5,10,14
B2,9,5,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A2,10,6,10,14
B3,9,6,10,14
B4,9,6,10,14
B5,9,Infinity,10,14
A2,10,7,10,14
B5,9,7,10,14
B4,9,7,10,14
B2,9,7,10,14
B5,9,Infinity,10,14
A2,10,6,10,14
B5,9,6,10,14
B2,9,7,10,14
A4,8,7,10,14
B3,9,Infinity,10,14
A2,10,4,10,14
B3,9,4,10,14
A4,8,7,10,14
B4,9,Infinity,10,14
A2,10,4,10,14
B4,9,4,10,14
A4,8,7,10,14
B5,9,Infinity,10,14
A2,10,5,10,14
B5,9,5,10,14
A4,8,7,10,14
B4,7,7,10,14
B5,7,8,10,14
B3,7,8,10,14
A3,6,8,10,14
B4,7,Infinity,10,14
A2,8,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,2,10,14
B3,9,2,10,14
B2,9,2,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,3,10,14
B3,9,3,10,14
B4,9,3,10,14
B5,9,Infinity,10,14
A3,10,3,10,14
B5,9,3,10,14
B4,9,3,10,14
B2,9,3,10,14
B5,9,Infinity,10,14
A3,10,2,10,14
B5,9,2,10,14
B2,9,3,10,14
A2,8,3,10,14
B3,9,Infinity,10,14
A3,10,-3,10,14
B3,9,-3,10,14
A2,8,3,10,14
B4,9,Infinity,10,14
A3,10,-4,10,14
B4,9,-4,10,14
A2,8,3,10,14
B5,9,-Infinity,10,14
B2,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,3,10,14
B3,9,3,10,14
B2,9,3,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,4,10,14
B3,9,4,10,14
B4,9,4,10,14
B5,9,Infinity,10,14
A3,10,4,10,14
B5,9,4,10,14
B4,9,4,10,14
B2,9,4,10,14
B5,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,4,10,14
B3,9,4,10,14
B5,9,4,10,14
B4,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,5,10,14
B3,9,5,10,14
B4,9,5,10,14
B5,9,-Infinity,10,14
B3,9,Infinity,10,14
A3,10,6,10,14
B3,9,6,10,14
B5,9,6,10,14
B4,9,6,10,14
B5,9,6,10,14
B2,9,6,10,14
B5,9,6,10,14
B3,9,Infinity,10,14
A3,10,-2,10,14
B3,9,-2,10,14
B5,9,6,10,14
B4,9,Infinity,10,14
A3,10,5,10,14
B4,9,5,10,14
B5,9,6,10,14
A2,8,6,10,14
B4,7,6,10,14
A3,6,8,10,14
B5,5,8,10,14
A3,4,10,10,Infinity
B2,3,10,-Infinity,10
A4,4,-Infinity,-Infinity,10
B2,5,Infinity,-Infinity,10
A2,6,Infinity,-Infinity,10
A3,6,-Infinity,-Infinity,10
B2,7,Infinity,-Infinity,10
A2,8,Infinity,-Infinity,10
A5,8,-Infinity,-Infinity,10
B2,9,Infinity,-Infinity,10
A2,10,Infinity,-Infinity,10
A3,10,-6,-Infinity,10
A2,10,-6,-Infinity,-6
A4,10,-5,-Infinity,-6
A2,10,-6,-Infinity,-6
B2,9,-6,-Infinity,-6
A3,10,-4,-Infinity,-6
B2,9,-6,-Infinity,-6
A4,10,-4,-Infinity,-6
B2,9,-6,-Infinity,-6
A5,8,-6,-6,10
B3,9,Infinity,-6,10
A2,10,Infinity,-6,10
A3,10,Infinity,-6,10
A2,10,Infinity,-6,10
A4,10,-8,-6,10
A2,10,-8,-6,10
A3,10,-8,-6,10
A2,10,-8,-6,10
B3,9,-8,-6,10
A5,8,-6,-6,10
B4,9,Infinity,-6,10
A2,10,-4,-6,10
B4,9,-4,-6,-4
A3,10,Infinity,-6,-4
A2,10,-5,-6,-4
A3,10,-5,-6,-5
A4,10,-4,-6,-5
A3,10,-5,-6,-5
A5,10,-4,-6,-5
A3,10,-5,-6,-5
B4,9,-5,-6,-5
A4,10,-3,-6,-5
B4,9,-5,-6,-5
A5,10,-3,-6,-5
B4,9,-5,-6,-5
A5,8,-5,-5,10
B5,9,Infinity,-5,10
A2,10,-4,-5,10
B5,9,-4,-5,-4
A3,10,Infinity,-5,-4
A2,10,-5,-5,-4
A3,10,-5,-5,-4
B5,9,-5,-5,-4
A5,8,-5,-5,10
A2,8,-5,-Infinity,-5
